code,name,cause_group,death_circumstance,coronial_investigation_risk,registration_complexity
Z46.1,Fitting and adjustment of hearing aid,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.2,Fitting and adjustment of other devices related to nervous system and special senses,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.3,Fitting and adjustment of dental prosthetic device,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.4,Fitting and adjustment of orthodontic device,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.5,Fitting and adjustment of ileostomy and other intestinal appliances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.6,Fitting and adjustment of urinary device,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.7,Fitting and adjustment of orthopaedic device,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.8,Fitting and adjustment of other specified devices,Other chronic medical conditions,Expected medically managed,Low,Standard
Z46.9,Fitting and adjustment of unspecified device,Other chronic medical conditions,Expected medically managed,Low,Standard
Z47,Other orthopaedic follow-up care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z47.0,Follow-up care involving removal of fracture plate and other internal fixation device,Other chronic medical conditions,Expected medically managed,Low,Standard
Z47.8,Other specified orthopaedic follow-up care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z47.9,"Orthopaedic follow-up care, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z48,Other surgical follow-up care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z48.0,Attention to surgical dressings and sutures,Other chronic medical conditions,Expected medically managed,Low,Standard
Z48.8,Other specified surgical follow-up care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z48.9,"Surgical follow-up care, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z49,Care involving dialysis,Other chronic medical conditions,Expected medically managed,Low,Standard
Z49.0,Preparatory care for dialysis,Other chronic medical conditions,Expected medically managed,Low,Standard
Z49.1,Extracorporeal dialysis,Other chronic medical conditions,Expected medically managed,Low,Standard
Z49.2,Other dialysis,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50,Care involving use of rehabilitation procedures,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.0,Cardiac rehabilitation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.1,Other physical therapy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.2,Alcohol rehabilitation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.3,Drug rehabilitation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.4,"Psychotherapy, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.5,Speech therapy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.6,Orthoptic training,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.7,"Occupational therapy and vocational rehabilitation, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.8,Care involving use of other rehabilitation procedures,Other chronic medical conditions,Expected medically managed,Low,Standard
Z50.9,"Care involving use of rehabilitation procedure, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z51,Other medical care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.0,Radiotherapy session,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.1,Chemotherapy session for neoplasm,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.2,Other chemotherapy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.3,Blood transfusion (without reported diagnosis),Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.4,"Preparatory care for subsequent treatment, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.5,Palliative care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.6,Desensitization to allergens,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.8,Other specified medical care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z51.9,"Medical care, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z52,Donors of organs and tissues,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.0,Blood donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.1,Skin donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.2,Bone donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.3,Bone marrow donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.4,Kidney donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.5,Cornea donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.6,Liver donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.7,Heart donor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.8,Donor of other organs and tissues,Other chronic medical conditions,Expected medically managed,Low,Standard
Z52.9,Donor of unspecified organ or tissue,Other chronic medical conditions,Expected medically managed,Low,Standard
Z53,"Persons encountering health services for specific procedures, not carried out",Other chronic medical conditions,Expected medically managed,Low,Standard
Z53.0,Procedure not carried out because of contraindication,Other chronic medical conditions,Expected medically managed,Low,Standard
Z53.1,Procedure not carried out because of patient's decision for reasons of belief and group pressure,Other chronic medical conditions,Expected medically managed,Low,Standard
Z53.2,Procedure not carried out because of patient's decision for other and unspecified reasons,Other chronic medical conditions,Expected medically managed,Low,Standard
Z53.8,Procedure not carried out for other reasons,Other chronic medical conditions,Expected medically managed,Low,Standard
Z53.9,"Procedure not carried out, unspecified reason",Other chronic medical conditions,Expected medically managed,Low,Standard
Z54,Convalescence,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.0,Convalescence following surgery,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.1,Convalescence following radiotherapy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.2,Convalescence following chemotherapy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.3,Convalescence following psychotherapy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.4,Convalescence following treatment of fracture,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.7,Convalescence following combined treatment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.8,Convalescence following other treatment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z54.9,Convalescence following unspecified treatment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55,Problems related to education and literacy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.0,Illiteracy and low-level literacy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.1,Schooling unavailable and unattainable,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.2,Failed examinations,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.3,Underachievement in school,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.4,Educational maladjustment and discord with teachers and classmates,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.8,Other problems related to education and literacy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z55.9,"Problem related to education and literacy, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z56,Problems related to employment and unemployment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.0,"Unemployment, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.1,Change of job,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.2,Threat of job loss,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.3,Stressful work schedule,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.4,Discord with boss and workmates,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.5,Uncongenial work,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.6,Other physical and mental strain related to work,Other chronic medical conditions,Expected medically managed,Low,Standard
Z56.7,Other and unspecified problems related to employment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57,Occupational exposure to risk-factors,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.0,Occupational exposure to noise,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.1,Occupational exposure to radiation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.2,Occupational exposure to dust,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.3,Occupational exposure to other air contaminants,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.4,Occupational exposure to toxic agents in agriculture,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.5,Occupational exposure to toxic agents in other industries,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.6,Occupational exposure to extreme temperature,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.7,Occupational exposure to vibration,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.8,Occupational exposure to other risk-factors,Other chronic medical conditions,Expected medically managed,Low,Standard
Z57.9,Occupational exposure to unspecified risk-factor,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58,Problems related to physical environment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.0,Exposure to noise,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.1,Exposure to air pollution,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.2,Exposure to water pollution,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.3,Exposure to soil pollution,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.4,Exposure to radiation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.5,Exposure to other pollution,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.6,Inadequate drinking-water supply,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.7,Exposure to tobacco smoke,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.8,Other problems related to physical environment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z58.9,"Problem related to physical environment, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z59,Problems related to housing and economic circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.0,Homelessness,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.1,Inadequate housing,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.2,"Discord with neighbours, lodgers and landlord",Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.3,Problems related to living in residential institution,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.4,Lack of adequate food,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.5,Extreme poverty,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.6,Low income,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.7,Insufficient social insurance and welfare support,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.8,Other problems related to housing and economic circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z59.9,"Problem related to housing and economic circumstances, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z60,Problems related to social environment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.0,Problems of adjustment to life-cycle transitions,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.1,Atypical parenting situation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.2,Living alone,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.3,Acculturation difficulty,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.4,Social exclusion and rejection,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.5,Target of perceived adverse discrimination and persecution,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.8,Other problems related to social environment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z60.9,"Problem related to social environment, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z61,Problems related to negative life events in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.0,Loss of love relationship in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.1,Removal from home in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.2,Altered pattern of family relationships in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.3,Events resulting in loss of self-esteem in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.4,Problems related to alleged sexual abuse of child by person within primary support group,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.5,Problems related to alleged sexual abuse of child by person outside primary support group,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.6,Problems related to alleged physical abuse of child,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.7,Personal frightening experience in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.8,Other negative life events in childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
Z61.9,"Negative life event in childhood, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z62,Other problems related to upbringing,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.0,Inadequate parental supervision and control,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.1,Parental overprotection,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.2,Institutional upbringing,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.3,Hostility towards and scapegoating of child,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.4,Emotional neglect of child,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.5,Other problems related to neglect in upbringing,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.6,Inappropriate parental pressure and other abnormal qualities of upbringing,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.8,Other specified problems related to upbringing,Other chronic medical conditions,Expected medically managed,Low,Standard
Z62.9,"Problem related to upbringing, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z63,"Other problems related to primary support group, including family circumstances",Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.0,Problems in relationship with spouse or partner,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.1,Problems in relationship with parents and in-laws,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.2,Inadequate family support,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.3,Absence of family member,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.4,Disappearance and death of family member,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.5,Disruption of family by separation and divorce,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.6,Dependent relative needing care at home,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.7,Other stressful life events affecting family and household,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.8,Other specified problems related to primary support group,Other chronic medical conditions,Expected medically managed,Low,Standard
Z63.9,"Problem related to primary support group, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z64,Problems related to certain psychosocial circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z64.0,Problems related to unwanted pregnancy,Other chronic medical conditions,Expected medically managed,Low,Standard
Z64.1,Problems related to multiparity,Other chronic medical conditions,Expected medically managed,Low,Standard
Z64.2,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",Other chronic medical conditions,Expected medically managed,Low,Standard
Z64.3,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,Other chronic medical conditions,Expected medically managed,Low,Standard
Z64.4,Discord with counsellors,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65,Problems related to other psychosocial circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.0,Conviction in civil and criminal proceedings without imprisonment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.1,Imprisonment and other incarceration,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.2,Problems related to release from prison,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.3,Problems related to other legal circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.4,Victim of crime and terrorism,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.5,"Exposure to disaster, war and other hostilities",Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.8,Other specified problems related to psychosocial circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z65.9,Problem related to unspecified psychosocial circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z70,"Counselling related to sexual attitude, behaviour and orientation",Other chronic medical conditions,Expected medically managed,Low,Standard
Z70.0,Counselling related to sexual attitude,Other chronic medical conditions,Expected medically managed,Low,Standard
Z70.1,Counselling related to patient's sexual behaviour and orientation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z70.2,Counselling related to sexual behaviour and orientation of third party,Other chronic medical conditions,Expected medically managed,Low,Standard
Z70.3,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation",Other chronic medical conditions,Expected medically managed,Low,Standard
Z70.8,Other sex counselling,Other chronic medical conditions,Expected medically managed,Low,Standard
Z70.9,"Sex counselling, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z71,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.0,Person consulting on behalf of another person,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.1,Person with feared complaint in whom no diagnosis is made,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.2,Person consulting for explanation of investigation findings,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.3,Dietary counselling and surveillance,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.4,Alcohol abuse counselling and surveillance,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.5,Drug abuse counselling and surveillance,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.6,Tobacco abuse counselling,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.7,Human immunodeficiency virus [HIV] counselling,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.8,Other specified counselling,Other chronic medical conditions,Expected medically managed,Low,Standard
Z71.9,"Counselling, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z72,Problems related to lifestyle,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.0,Tobacco use,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.1,Alcohol use,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.2,Drug use,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.3,Lack of physical exercise,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.4,Inappropriate diet and eating habits,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.5,High-risk sexual behaviour,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.6,Gambling and betting,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.8,Other problems related to lifestyle,Other chronic medical conditions,Expected medically managed,Low,Standard
Z72.9,"Problem related to lifestyle, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z73,Problems related to life-management difficulty,Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.0,Burn-out,Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.1,Accentuation of personality traits,Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.2,Lack of relaxation and leisure,Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.3,"Stress, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.4,"Inadequate social skills, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.5,"Social role conflict, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.6,Limitation of activities due to disability,Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.8,Other problems related to life-management difficulty,Other chronic medical conditions,Expected medically managed,Low,Standard
Z73.9,"Problem related to life-management difficulty, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z74,Problems related to care-provider dependency,Other chronic medical conditions,Expected medically managed,Low,Standard
Z74.0,Need for assistance due to reduced mobility,Other chronic medical conditions,Expected medically managed,Low,Standard
Z74.1,Need for assistance with personal care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z74.2,Need for assistance at home and no other household member able to render care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z74.3,Need for continuous supervision,Other chronic medical conditions,Expected medically managed,Low,Standard
Z74.8,Other problems related to care-provider dependency,Other chronic medical conditions,Expected medically managed,Low,Standard
Z74.9,"Problem related to care-provider dependency, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z75,Problems related to medical facilities and other health care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.0,Medical services not available in home,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.1,Person awaiting admission to adequate facility elsewhere,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.2,Other waiting period for investigation and treatment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.3,Unavailability and inaccessibility of health-care facilities,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.4,Unavailability and inaccessibility of other helping agencies,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.5,Holiday relief care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.8,Other problems related to medical facilities and other health care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z75.9,Unspecified problem related to medical facilities and other health care,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76,Persons encountering health services in other circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.0,Issue of repeat prescription,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.1,Health supervision and care of foundling,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.2,Health supervision and care of other healthy infant and child,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.3,Healthy person accompanying sick person,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.4,Other boarder in health-care facility,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.5,Malingerer [conscious simulation],Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.8,Persons encountering health services in other specified circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z76.9,Person encountering health services in unspecified circumstances,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80,Family history of malignant neoplasm,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.0,Family history of malignant neoplasm of digestive organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.1,"Family history of malignant neoplasm of trachea, bronchus and lung",Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.2,Family history of malignant neoplasm of other respiratory and intrathoracic organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.3,Family history of malignant neoplasm of breast,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.4,Family history of malignant neoplasm of genital organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.5,Family history of malignant neoplasm of urinary tract,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.6,Family history of leukaemia,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.7,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.8,Family history of malignant neoplasm of other organs or systems,Other chronic medical conditions,Expected medically managed,Low,Standard
Z80.9,"Family history of malignant neoplasm, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z81,Family history of mental and behavioural disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
Z81.0,Family history of mental retardation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z81.1,Family history of alcohol abuse,Other chronic medical conditions,Expected medically managed,Low,Standard
Z81.2,Family history of tobacco abuse,Other chronic medical conditions,Expected medically managed,Low,Standard
Z81.3,Family history of other psychoactive substance abuse,Other chronic medical conditions,Expected medically managed,Low,Standard
Z81.4,Family history of other substance abuse,Other chronic medical conditions,Expected medically managed,Low,Standard
Z81.8,Family history of other mental and behavioural disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82,Family history of certain disabilities and chronic diseases leading to disablement,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.0,Family history of epilepsy and other diseases of the nervous system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.1,Family history of blindness and visual loss,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.2,Family history of deafness and hearing loss,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.3,Family history of stroke,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.4,Family history of ischaemic heart disease and other diseases of the circulatory system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.5,Family history of asthma and other chronic lower respiratory diseases,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.6,Family history of arthritis and other diseases of the musculoskeletal system and connective tissue,Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.7,"Family history of congenital malformations, deformations and chromosomal abnormalities",Other chronic medical conditions,Expected medically managed,Low,Standard
Z82.8,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z83,Family history of other specific disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.0,Family history of human immunodeficiency virus [HIV] disease,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.1,Family history of other infectious and parasitic diseases,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.2,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.3,Family history of diabetes mellitus,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.4,"Family history of other endocrine, nutritional and metabolic diseases",Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.5,Family history of eye and ear disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.6,Family history of diseases of the respiratory system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z83.7,Family history of diseases of the digestive system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z84,Family history of other conditions,Other chronic medical conditions,Expected medically managed,Low,Standard
Z84.0,Family history of diseases of the skin and subcutaneous tissue,Other chronic medical conditions,Expected medically managed,Low,Standard
Z84.1,Family history of disorders of kidney and ureter,Other chronic medical conditions,Expected medically managed,Low,Standard
Z84.2,Family history of other diseases of the genitourinary system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z84.3,Family history of consanguinity,Other chronic medical conditions,Expected medically managed,Low,Standard
Z84.8,Family history of other specified conditions,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85,Personal history of malignant neoplasm,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.0,Personal history of malignant neoplasm of digestive organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.1,"Personal history of malignant neoplasm of trachea, bronchus and lung",Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.2,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.3,Personal history of malignant neoplasm of breast,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.4,Personal history of malignant neoplasm of genital organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.5,Personal history of malignant neoplasm of urinary tract,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.6,Personal history of leukaemia,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.8,Personal history of malignant neoplasms of other organs and systems,Other chronic medical conditions,Expected medically managed,Low,Standard
Z85.9,"Personal history of malignant neoplasm, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z86,Personal history of certain other diseases,Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.0,Personal history of other neoplasms,Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.1,Personal history of infectious and parasitic diseases,Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.3,"Personal history of endocrine, nutritional and metabolic diseases",Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.4,Personal history of psychoactive substance abuse,Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.5,Personal history of other mental and behavioural disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
Z86.6,Personal history of diseases of the nervous system and sense organs,Other chronic medical conditions,Expected medically managed,Low,Standard
